op name, kernel name, exec duration (ms), global size, local size, output size
ffn_out-23,kernel_gemv_noshuffle_q4_0_f32,0.120300,1024x4x1,64x4x1,2048x1x1x1
l_out-23,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
attn_norm-24,kernel_rms_norm_mul,0.005900,1024x1x1,1024x1x1,2048x1x1x1
Qcur-24,kernel_gemv_noshuffle_q4_0_f32,0.042500,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-24,kernel_rms_norm_mul,0.003500,2048x1x1,128x1x1,128x16x1x1
Qcur-24,kernel_rope_neox_f32,0.003000,1024x1x1,64x1x1,128x16x1x1
Vcur-24,kernel_gemv_noshuffle_q4_0_f32,0.030900,512x4x1,64x4x1,1024x1x1x1
Kcur-24,kernel_gemv_noshuffle_q4_0_f32,0.031500,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-24,kernel_rms_norm_mul,0.003600,1024x1x1,128x1x1,128x8x1x1
Kcur-24,kernel_rope_neox_f32,0.002500,512x1x1,64x1x1,128x8x1x1
cache_k_l24 (view),kernel_set_rows_f16_i64,0.003600,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l24 (view),kernel_set_rows_f16_i64,0.002900,1024x1x1,1024x1x1,1024x40192x1x1
node_865,flash_attn_f32_f16_q1_vec,0.090500,256x16x0,256x1x0,128x16x1x1
node_867,kernel_gemv_noshuffle_q4_0_f32,0.041700,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-24,kernel_add_row,0.002000,512x0x0,64x0x0,2048x1x1x1
ffn_norm-24,kernel_rms_norm_mul,0.005400,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-24,kernel_gemv_noshuffle_q4_0_f32,0.110100,3072x4x1,64x4x1,6144x1x1x1
ffn_up-24,kernel_gemv_noshuffle_q4_0_f32,0.109300,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-24,kernel_swiglu,0.005900,512x1x1,512x1x1,6144x1x1x1
ffn_out-24,kernel_gemv_noshuffle_q4_0_f32,0.123300,1024x4x1,64x4x1,2048x1x1x1
l_out-24,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
attn_norm-25,kernel_rms_norm_mul,0.005300,1024x1x1,1024x1x1,2048x1x1x1
Qcur-25,kernel_gemv_noshuffle_q4_0_f32,0.043300,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-25,kernel_rms_norm_mul,0.004000,2048x1x1,128x1x1,128x16x1x1
Qcur-25,kernel_rope_neox_f32,0.002900,1024x1x1,64x1x1,128x16x1x1
Vcur-25,kernel_gemv_noshuffle_q4_0_f32,0.031900,512x4x1,64x4x1,1024x1x1x1
Kcur-25,kernel_gemv_noshuffle_q4_0_f32,0.031400,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-25,kernel_rms_norm_mul,0.003800,1024x1x1,128x1x1,128x8x1x1
Kcur-25,kernel_rope_neox_f32,0.002700,512x1x1,64x1x1,128x8x1x1
cache_k_l25 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l25 (view),kernel_set_rows_f16_i64,0.003000,1024x1x1,1024x1x1,1024x40192x1x1
node_900,flash_attn_f32_f16_q1_vec,0.091400,256x16x0,256x1x0,128x16x1x1
node_902,kernel_gemv_noshuffle_q4_0_f32,0.045400,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-25,kernel_add_row,0.002200,512x0x0,64x0x0,2048x1x1x1
ffn_norm-25,kernel_rms_norm_mul,0.005700,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-25,kernel_gemv_noshuffle_q4_0_f32,0.113900,3072x4x1,64x4x1,6144x1x1x1
ffn_up-25,kernel_gemv_noshuffle_q4_0_f32,0.110700,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-25,kernel_swiglu,0.006100,512x1x1,512x1x1,6144x1x1x1
ffn_out-25,kernel_gemv_noshuffle_q4_0_f32,0.122400,1024x4x1,64x4x1,2048x1x1x1
l_out-25,kernel_add_row,0.002200,512x0x0,64x0x0,2048x1x1x1
attn_norm-26,kernel_rms_norm_mul,0.005200,1024x1x1,1024x1x1,2048x1x1x1
Qcur-26,kernel_gemv_noshuffle_q4_0_f32,0.043300,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-26,kernel_rms_norm_mul,0.004500,2048x1x1,128x1x1,128x16x1x1
Qcur-26,kernel_rope_neox_f32,0.002800,1024x1x1,64x1x1,128x16x1x1
Vcur-26,kernel_gemv_noshuffle_q4_0_f32,0.031900,512x4x1,64x4x1,1024x1x1x1
Kcur-26,kernel_gemv_noshuffle_q4_0_f32,0.031200,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-26,kernel_rms_norm_mul,0.003500,1024x1x1,128x1x1,128x8x1x1
Kcur-26,kernel_rope_neox_f32,0.002500,512x1x1,64x1x1,128x8x1x1
cache_k_l26 (view),kernel_set_rows_f16_i64,0.003000,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l26 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
node_935,flash_attn_f32_f16_q1_vec,0.090600,256x16x0,256x1x0,128x16x1x1
node_937,kernel_gemv_noshuffle_q4_0_f32,0.042400,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-26,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
ffn_norm-26,kernel_rms_norm_mul,0.005300,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-26,kernel_gemv_noshuffle_q4_0_f32,0.109300,3072x4x1,64x4x1,6144x1x1x1
ffn_up-26,kernel_gemv_noshuffle_q4_0_f32,0.109100,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-26,kernel_swiglu,0.005700,512x1x1,512x1x1,6144x1x1x1
ffn_out-26,kernel_gemv_noshuffle_q4_0_f32,0.120100,1024x4x1,64x4x1,2048x1x1x1
l_out-26,kernel_add_row,0.002600,512x0x0,64x0x0,2048x1x1x1
attn_norm-27,kernel_rms_norm_mul,0.005500,1024x1x1,1024x1x1,2048x1x1x1
Qcur-27,kernel_gemv_noshuffle_q4_0_f32,0.041800,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-27,kernel_rms_norm_mul,0.004000,2048x1x1,128x1x1,128x16x1x1
Qcur-27,kernel_rope_neox_f32,0.002800,1024x1x1,64x1x1,128x16x1x1
Vcur-27,kernel_gemv_noshuffle_q4_0_f32,0.031200,512x4x1,64x4x1,1024x1x1x1
Kcur-27,kernel_gemv_noshuffle_q4_0_f32,0.030400,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-27,kernel_rms_norm_mul,0.003500,1024x1x1,128x1x1,128x8x1x1
Kcur-27,kernel_rope_neox_f32,0.003100,512x1x1,64x1x1,128x8x1x1
cache_k_l27 (view),kernel_set_rows_f16_i64,0.002700,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l27 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
node_970,flash_attn_f32_f16_q1_vec,0.090300,256x16x0,256x1x0,128x16x1x1
node_972,kernel_gemv_noshuffle_q4_0_f32,0.043000,1024x4x1,64x4x1,2048x1x1x1
node_973,kernel_get_rows_f32,0.004200,1024x1x1,1024x1x1,2048x1x1x1
node_974,kernel_get_rows_f32,0.004300,1024x1x1,1024x1x1,2048x1x1x1
ffn_inp-27,kernel_add_row,0.002000,512x0x0,64x0x0,2048x1x1x1
ffn_norm-27,kernel_rms_norm_mul,0.005800,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-27,kernel_gemv_noshuffle_q4_0_f32,0.111500,3072x4x1,64x4x1,6144x1x1x1
ffn_up-27,kernel_gemv_noshuffle_q4_0_f32,0.111000,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-27,kernel_swiglu,0.006100,512x1x1,512x1x1,6144x1x1x1
ffn_out-27,kernel_gemv_noshuffle_q4_0_f32,0.120600,1024x4x1,64x4x1,2048x1x1x1
l_out-27,kernel_add_row,0.002200,512x0x0,64x0x0,2048x1x1x1
result_norm,kernel_rms_norm_mul,0.005700,1024x1x1,1024x1x1,2048x1x1x1
result_output,kernel_mul_mv_q6_K_f32_flat,7.034600,303872x2x1,64x2x1,151936x1x1x1
attn_norm-0,kernel_rms_norm_mul,0.007500,1024x1x1,1024x1x1,2048x1x1x1
Qcur-0,kernel_gemv_noshuffle_q4_0_f32,0.046900,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-0,kernel_rms_norm_mul,0.004000,2048x1x1,128x1x1,128x16x1x1
Qcur-0,kernel_rope_neox_f32,0.003000,1024x1x1,64x1x1,128x16x1x1
Vcur-0,kernel_gemv_noshuffle_q4_0_f32,0.031100,512x4x1,64x4x1,1024x1x1x1
Kcur-0,kernel_gemv_noshuffle_q4_0_f32,0.030700,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-0,kernel_rms_norm_mul,0.003500,1024x1x1,128x1x1,128x8x1x1
Kcur-0,kernel_rope_neox_f32,0.002500,512x1x1,64x1x1,128x8x1x1
cache_k_l0 (view),kernel_set_rows_f16_i64,0.003300,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l0 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
node_25,flash_attn_f32_f16_q1_vec,0.090000,256x16x0,256x1x0,128x16x1x1
node_27,kernel_gemv_noshuffle_q4_0_f32,0.044000,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-0,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
ffn_norm-0,kernel_rms_norm_mul,0.005300,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-0,kernel_gemv_noshuffle_q4_0_f32,0.108400,3072x4x1,64x4x1,6144x1x1x1
ffn_up-0,kernel_gemv_noshuffle_q4_0_f32,0.112700,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-0,kernel_swiglu,0.006500,512x1x1,512x1x1,6144x1x1x1
ffn_out-0,kernel_gemv_noshuffle_q4_1_f32,0.127600,1024x4x1,64x4x1,2048x1x1x1
l_out-0,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
attn_norm-1,kernel_rms_norm_mul,0.005300,1024x1x1,1024x1x1,2048x1x1x1
Qcur-1,kernel_gemv_noshuffle_q4_0_f32,0.042500,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-1,kernel_rms_norm_mul,0.003500,2048x1x1,128x1x1,128x16x1x1
Qcur-1,kernel_rope_neox_f32,0.002800,1024x1x1,64x1x1,128x16x1x1
Vcur-1,kernel_gemv_noshuffle_q4_0_f32,0.031200,512x4x1,64x4x1,1024x1x1x1
Kcur-1,kernel_gemv_noshuffle_q4_0_f32,0.031600,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-1,kernel_rms_norm_mul,0.003700,1024x1x1,128x1x1,128x8x1x1
Kcur-1,kernel_rope_neox_f32,0.002700,512x1x1,64x1x1,128x8x1x1
cache_k_l1 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l1 (view),kernel_set_rows_f16_i64,0.002700,1024x1x1,1024x1x1,1024x40192x1x1
node_60,flash_attn_f32_f16_q1_vec,0.090300,256x16x0,256x1x0,128x16x1x1
node_62,kernel_gemv_noshuffle_q4_0_f32,0.041600,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-1,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
ffn_norm-1,kernel_rms_norm_mul,0.005700,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-1,kernel_gemv_noshuffle_q4_0_f32,0.109300,3072x4x1,64x4x1,6144x1x1x1
ffn_up-1,kernel_gemv_noshuffle_q4_0_f32,0.109200,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-1,kernel_swiglu,0.006000,512x1x1,512x1x1,6144x1x1x1
ffn_out-1,kernel_gemv_noshuffle_q4_1_f32,0.126900,1024x4x1,64x4x1,2048x1x1x1
l_out-1,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
attn_norm-2,kernel_rms_norm_mul,0.005300,1024x1x1,1024x1x1,2048x1x1x1
Qcur-2,kernel_gemv_noshuffle_q4_0_f32,0.042300,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-2,kernel_rms_norm_mul,0.004500,2048x1x1,128x1x1,128x16x1x1
Qcur-2,kernel_rope_neox_f32,0.002900,1024x1x1,64x1x1,128x16x1x1
Vcur-2,kernel_gemv_noshuffle_q4_0_f32,0.031500,512x4x1,64x4x1,1024x1x1x1
Kcur-2,kernel_gemv_noshuffle_q4_0_f32,0.030100,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-2,kernel_rms_norm_mul,0.003500,1024x1x1,128x1x1,128x8x1x1
Kcur-2,kernel_rope_neox_f32,0.002600,512x1x1,64x1x1,128x8x1x1
cache_k_l2 (view),kernel_set_rows_f16_i64,0.002900,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l2 (view),kernel_set_rows_f16_i64,0.003000,1024x1x1,1024x1x1,1024x40192x1x1
node_95,flash_attn_f32_f16_q1_vec,0.090300,256x16x0,256x1x0,128x16x1x1
node_97,kernel_gemv_noshuffle_q4_0_f32,0.041700,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-2,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
ffn_norm-2,kernel_rms_norm_mul,0.005300,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-2,kernel_gemv_noshuffle_q4_0_f32,0.107500,3072x4x1,64x4x1,6144x1x1x1
ffn_up-2,kernel_gemv_noshuffle_q4_0_f32,0.109900,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-2,kernel_swiglu,0.005900,512x1x1,512x1x1,6144x1x1x1
ffn_out-2,kernel_gemv_noshuffle_q4_1_f32,0.125300,1024x4x1,64x4x1,2048x1x1x1
l_out-2,kernel_add_row,0.002500,512x0x0,64x0x0,2048x1x1x1
attn_norm-3,kernel_rms_norm_mul,0.005300,1024x1x1,1024x1x1,2048x1x1x1
Qcur-3,kernel_gemv_noshuffle_q4_0_f32,0.042500,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-3,kernel_rms_norm_mul,0.004000,2048x1x1,128x1x1,128x16x1x1
Qcur-3,kernel_rope_neox_f32,0.002900,1024x1x1,64x1x1,128x16x1x1
Vcur-3,kernel_gemv_noshuffle_q4_0_f32,0.032000,512x4x1,64x4x1,1024x1x1x1
Kcur-3,kernel_gemv_noshuffle_q4_0_f32,0.030500,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-3,kernel_rms_norm_mul,0.003700,1024x1x1,128x1x1,128x8x1x1
Kcur-3,kernel_rope_neox_f32,0.003000,512x1x1,64x1x1,128x8x1x1
cache_k_l3 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l3 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
node_130,flash_attn_f32_f16_q1_vec,0.090300,256x16x0,256x1x0,128x16x1x1
node_132,kernel_gemv_noshuffle_q4_0_f32,0.042200,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-3,kernel_add_row,0.002000,512x0x0,64x0x0,2048x1x1x1
ffn_norm-3,kernel_rms_norm_mul,0.005400,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-3,kernel_gemv_noshuffle_q4_0_f32,0.110700,3072x4x1,64x4x1,6144x1x1x1
ffn_up-3,kernel_gemv_noshuffle_q4_0_f32,0.108900,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-3,kernel_swiglu,0.005800,512x1x1,512x1x1,6144x1x1x1
ffn_out-3,kernel_gemv_noshuffle_q4_0_f32,0.121100,1024x4x1,64x4x1,2048x1x1x1
l_out-3,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
attn_norm-4,kernel_rms_norm_mul,0.005400,1024x1x1,1024x1x1,2048x1x1x1
Qcur-4,kernel_gemv_noshuffle_q4_0_f32,0.041900,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-4,kernel_rms_norm_mul,0.004200,2048x1x1,128x1x1,128x16x1x1
Qcur-4,kernel_rope_neox_f32,0.003000,1024x1x1,64x1x1,128x16x1x1
Vcur-4,kernel_gemv_noshuffle_q4_0_f32,0.031900,512x4x1,64x4x1,1024x1x1x1
Kcur-4,kernel_gemv_noshuffle_q4_0_f32,0.031000,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-4,kernel_rms_norm_mul,0.003600,1024x1x1,128x1x1,128x8x1x1
Kcur-4,kernel_rope_neox_f32,0.002700,512x1x1,64x1x1,128x8x1x1
cache_k_l4 (view),kernel_set_rows_f16_i64,0.002900,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l4 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
node_165,flash_attn_f32_f16_q1_vec,0.090000,256x16x0,256x1x0,128x16x1x1
node_167,kernel_gemv_noshuffle_q4_0_f32,0.044300,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-4,kernel_add_row,0.002300,512x0x0,64x0x0,2048x1x1x1
ffn_norm-4,kernel_rms_norm_mul,0.005400,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-4,kernel_gemv_noshuffle_q4_0_f32,0.109500,3072x4x1,64x4x1,6144x1x1x1
ffn_up-4,kernel_gemv_noshuffle_q4_0_f32,0.110800,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-4,kernel_swiglu,0.006000,512x1x1,512x1x1,6144x1x1x1
ffn_out-4,kernel_gemv_noshuffle_q4_0_f32,0.120000,1024x4x1,64x4x1,2048x1x1x1
l_out-4,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
attn_norm-5,kernel_rms_norm_mul,0.005300,1024x1x1,1024x1x1,2048x1x1x1
Qcur-5,kernel_gemv_noshuffle_q4_0_f32,0.042800,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-5,kernel_rms_norm_mul,0.004400,2048x1x1,128x1x1,128x16x1x1
Qcur-5,kernel_rope_neox_f32,0.002900,1024x1x1,64x1x1,128x16x1x1
Vcur-5,kernel_gemv_noshuffle_q4_0_f32,0.031200,512x4x1,64x4x1,1024x1x1x1
Kcur-5,kernel_gemv_noshuffle_q4_0_f32,0.030600,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-5,kernel_rms_norm_mul,0.003500,1024x1x1,128x1x1,128x8x1x1
Kcur-5,kernel_rope_neox_f32,0.002500,512x1x1,64x1x1,128x8x1x1
cache_k_l5 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l5 (view),kernel_set_rows_f16_i64,0.003300,1024x1x1,1024x1x1,1024x40192x1x1
node_200,flash_attn_f32_f16_q1_vec,0.090300,256x16x0,256x1x0,128x16x1x1
node_202,kernel_gemv_noshuffle_q4_0_f32,0.042300,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-5,kernel_add_row,0.002000,512x0x0,64x0x0,2048x1x1x1
ffn_norm-5,kernel_rms_norm_mul,0.005300,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-5,kernel_gemv_noshuffle_q4_0_f32,0.109700,3072x4x1,64x4x1,6144x1x1x1
ffn_up-5,kernel_gemv_noshuffle_q4_0_f32,0.111600,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-5,kernel_swiglu,0.005900,512x1x1,512x1x1,6144x1x1x1
ffn_out-5,kernel_gemv_noshuffle_q4_0_f32,0.119400,1024x4x1,64x4x1,2048x1x1x1
l_out-5,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
attn_norm-6,kernel_rms_norm_mul,0.005300,1024x1x1,1024x1x1,2048x1x1x1
Qcur-6,kernel_gemv_noshuffle_q4_0_f32,0.043000,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-6,kernel_rms_norm_mul,0.003900,2048x1x1,128x1x1,128x16x1x1
Qcur-6,kernel_rope_neox_f32,0.002900,1024x1x1,64x1x1,128x16x1x1
Vcur-6,kernel_gemv_noshuffle_q4_0_f32,0.031000,512x4x1,64x4x1,1024x1x1x1
Kcur-6,kernel_gemv_noshuffle_q4_0_f32,0.031100,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-6,kernel_rms_norm_mul,0.003900,1024x1x1,128x1x1,128x8x1x1
Kcur-6,kernel_rope_neox_f32,0.002700,512x1x1,64x1x1,128x8x1x1
cache_k_l6 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l6 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
node_235,flash_attn_f32_f16_q1_vec,0.090500,256x16x0,256x1x0,128x16x1x1
node_237,kernel_gemv_noshuffle_q4_0_f32,0.041900,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-6,kernel_add_row,0.002200,512x0x0,64x0x0,2048x1x1x1
ffn_norm-6,kernel_rms_norm_mul,0.005100,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-6,kernel_gemv_noshuffle_q4_0_f32,0.109300,3072x4x1,64x4x1,6144x1x1x1
ffn_up-6,kernel_gemv_noshuffle_q4_0_f32,0.112100,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-6,kernel_swiglu,0.006500,512x1x1,512x1x1,6144x1x1x1
ffn_out-6,kernel_gemv_noshuffle_q4_0_f32,0.118700,1024x4x1,64x4x1,2048x1x1x1
l_out-6,kernel_add_row,0.002000,512x0x0,64x0x0,2048x1x1x1
attn_norm-7,kernel_rms_norm_mul,0.005400,1024x1x1,1024x1x1,2048x1x1x1
Qcur-7,kernel_gemv_noshuffle_q4_0_f32,0.043000,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-7,kernel_rms_norm_mul,0.004300,2048x1x1,128x1x1,128x16x1x1
Qcur-7,kernel_rope_neox_f32,0.003100,1024x1x1,64x1x1,128x16x1x1
Vcur-7,kernel_gemv_noshuffle_q4_0_f32,0.031000,512x4x1,64x4x1,1024x1x1x1
Kcur-7,kernel_gemv_noshuffle_q4_0_f32,0.030800,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-7,kernel_rms_norm_mul,0.003800,1024x1x1,128x1x1,128x8x1x1
Kcur-7,kernel_rope_neox_f32,0.002500,512x1x1,64x1x1,128x8x1x1
cache_k_l7 (view),kernel_set_rows_f16_i64,0.002900,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l7 (view),kernel_set_rows_f16_i64,0.002900,1024x1x1,1024x1x1,1024x40192x1x1
node_270,flash_attn_f32_f16_q1_vec,0.090900,256x16x0,256x1x0,128x16x1x1
node_272,kernel_gemv_noshuffle_q4_0_f32,0.043400,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-7,kernel_add_row,0.002000,512x0x0,64x0x0,2048x1x1x1
ffn_norm-7,kernel_rms_norm_mul,0.005500,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-7,kernel_gemv_noshuffle_q4_0_f32,0.110000,3072x4x1,64x4x1,6144x1x1x1
ffn_up-7,kernel_gemv_noshuffle_q4_0_f32,0.109800,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-7,kernel_swiglu,0.005900,512x1x1,512x1x1,6144x1x1x1
ffn_out-7,kernel_gemv_noshuffle_q4_0_f32,0.120100,1024x4x1,64x4x1,2048x1x1x1
l_out-7,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
attn_norm-8,kernel_rms_norm_mul,0.005700,1024x1x1,1024x1x1,2048x1x1x1
Qcur-8,kernel_gemv_noshuffle_q4_0_f32,0.042800,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-8,kernel_rms_norm_mul,0.004000,2048x1x1,128x1x1,128x16x1x1
Qcur-8,kernel_rope_neox_f32,0.003000,1024x1x1,64x1x1,128x16x1x1
Vcur-8,kernel_gemv_noshuffle_q4_0_f32,0.031600,512x4x1,64x4x1,1024x1x1x1
Kcur-8,kernel_gemv_noshuffle_q4_0_f32,0.030800,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-8,kernel_rms_norm_mul,0.003600,1024x1x1,128x1x1,128x8x1x1
Kcur-8,kernel_rope_neox_f32,0.002600,512x1x1,64x1x1,128x8x1x1
cache_k_l8 (view),kernel_set_rows_f16_i64,0.003200,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l8 (view),kernel_set_rows_f16_i64,0.002900,1024x1x1,1024x1x1,1024x40192x1x1
node_305,flash_attn_f32_f16_q1_vec,0.091700,256x16x0,256x1x0,128x16x1x1
node_307,kernel_gemv_noshuffle_q4_0_f32,0.043100,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-8,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
ffn_norm-8,kernel_rms_norm_mul,0.005700,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-8,kernel_gemv_noshuffle_q4_0_f32,0.110900,3072x4x1,64x4x1,6144x1x1x1
ffn_up-8,kernel_gemv_noshuffle_q4_0_f32,0.111000,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-8,kernel_swiglu,0.006400,512x1x1,512x1x1,6144x1x1x1
ffn_out-8,kernel_gemv_noshuffle_q4_0_f32,0.120000,1024x4x1,64x4x1,2048x1x1x1
l_out-8,kernel_add_row,0.002200,512x0x0,64x0x0,2048x1x1x1
attn_norm-9,kernel_rms_norm_mul,0.005300,1024x1x1,1024x1x1,2048x1x1x1
Qcur-9,kernel_gemv_noshuffle_q4_0_f32,0.042200,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-9,kernel_rms_norm_mul,0.004200,2048x1x1,128x1x1,128x16x1x1
Qcur-9,kernel_rope_neox_f32,0.002900,1024x1x1,64x1x1,128x16x1x1
Vcur-9,kernel_gemv_noshuffle_q4_0_f32,0.031300,512x4x1,64x4x1,1024x1x1x1
Kcur-9,kernel_gemv_noshuffle_q4_0_f32,0.031200,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-9,kernel_rms_norm_mul,0.003800,1024x1x1,128x1x1,128x8x1x1
Kcur-9,kernel_rope_neox_f32,0.002700,512x1x1,64x1x1,128x8x1x1
cache_k_l9 (view),kernel_set_rows_f16_i64,0.002900,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l9 (view),kernel_set_rows_f16_i64,0.002900,1024x1x1,1024x1x1,1024x40192x1x1
node_340,flash_attn_f32_f16_q1_vec,0.090400,256x16x0,256x1x0,128x16x1x1
node_342,kernel_gemv_noshuffle_q4_0_f32,0.042700,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-9,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
ffn_norm-9,kernel_rms_norm_mul,0.005900,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-9,kernel_gemv_noshuffle_q4_0_f32,0.109200,3072x4x1,64x4x1,6144x1x1x1
ffn_up-9,kernel_gemv_noshuffle_q4_0_f32,0.112500,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-9,kernel_swiglu,0.005900,512x1x1,512x1x1,6144x1x1x1
ffn_out-9,kernel_gemv_noshuffle_q4_0_f32,0.123200,1024x4x1,64x4x1,2048x1x1x1
l_out-9,kernel_add_row,0.002200,512x0x0,64x0x0,2048x1x1x1
attn_norm-10,kernel_rms_norm_mul,0.005100,1024x1x1,1024x1x1,2048x1x1x1
Qcur-10,kernel_gemv_noshuffle_q4_0_f32,0.041600,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-10,kernel_rms_norm_mul,0.003900,2048x1x1,128x1x1,128x16x1x1
