op name, kernel name, exec duration (ms), global size, local size, output size
ffn_gate-4,kernel_gemm_noshuffle_q4_0_f32,0.343100,2x1536x1,1x128x1,6144x9x1x1
ffn_up-4,kernel_transpose_32_16,0.005300,512x4x0,1x16x0,6144x9x1x1
ffn_up-4,kernel_gemm_noshuffle_q4_0_f32,0.342900,2x1536x1,1x128x1,6144x9x1x1
ffn_swiglu-4,kernel_swiglu,0.008800,4608x1x1,512x1x1,6144x9x1x1
ffn_out-4,kernel_transpose_32_16,0.011100,1536x4x0,1x16x0,2048x9x1x1
ffn_out-4,kernel_gemm_noshuffle_q4_0_f32,1.015800,2x512x1,1x128x1,2048x9x1x1
l_out-4,kernel_add,0.013700,576x1x1,64x1x1,2048x9x1x1
attn_norm-5,kernel_rms_norm_mul,0.005400,9216x1x1,1024x1x1,2048x9x1x1
Qcur-5,kernel_transpose_32_16,0.005300,512x4x0,1x16x0,2048x9x1x1
Qcur-5,kernel_gemm_noshuffle_q4_0_f32,0.338500,2x512x1,1x128x1,2048x9x1x1
Qcur_normed-5,kernel_rms_norm_mul,0.007200,2048x9x1,128x1x1,128x16x9x1
Qcur-5,kernel_rope_neox_f32,0.004400,1024x9x1,64x1x1,128x16x9x1
Vcur-5,kernel_transpose_32_16,0.005100,512x4x0,1x16x0,1024x9x1x1
Vcur-5,kernel_gemm_noshuffle_q4_0_f32,0.328900,2x256x1,1x128x1,1024x9x1x1
Kcur-5,kernel_transpose_32_16,0.005000,512x4x0,1x16x0,1024x9x1x1
Kcur-5,kernel_gemm_noshuffle_q4_0_f32,0.326000,2x256x1,1x128x1,1024x9x1x1
Kcur_normed-5,kernel_rms_norm_mul,0.004800,1024x9x1,128x1x1,128x8x9x1
Kcur-5,kernel_rope_neox_f32,0.003100,512x9x1,64x1x1,128x8x9x1
cache_k_l5 (view),kernel_set_rows_f16_i64,0.003000,9216x1x1,1024x1x1,1024x40192x1x1
cache_v_l5 (view),kernel_set_rows_f16_i64,0.003000,9216x1x1,1024x1x1,1024x40192x1x1
node_200,flash_attn_blk_f16,0.023900,8x1x1,0x0x0,128x16x9x1
node_200,flash_attn_f32_f16,0.062600,128x16x0,128x1x0,128x16x9x1
node_202,kernel_transpose_32_16,0.005300,512x4x0,1x16x0,2048x9x1x1
node_202,kernel_gemm_noshuffle_q4_0_f32,0.327500,2x512x1,1x128x1,2048x9x1x1
ffn_inp-5,kernel_add,0.013400,576x1x1,64x1x1,2048x9x1x1
ffn_norm-5,kernel_rms_norm_mul,0.005300,9216x1x1,1024x1x1,2048x9x1x1
ffn_gate-5,kernel_transpose_32_16,0.004700,512x4x0,1x16x0,6144x9x1x1
ffn_gate-5,kernel_gemm_noshuffle_q4_0_f32,0.344200,2x1536x1,1x128x1,6144x9x1x1
ffn_up-5,kernel_transpose_32_16,0.005500,512x4x0,1x16x0,6144x9x1x1
ffn_up-5,kernel_gemm_noshuffle_q4_0_f32,0.348800,2x1536x1,1x128x1,6144x9x1x1
ffn_swiglu-5,kernel_swiglu,0.008300,4608x1x1,512x1x1,6144x9x1x1
ffn_out-5,kernel_transpose_32_16,0.011200,1536x4x0,1x16x0,2048x9x1x1
ffn_out-5,kernel_gemm_noshuffle_q4_0_f32,0.980400,2x512x1,1x128x1,2048x9x1x1
l_out-5,kernel_add,0.013700,576x1x1,64x1x1,2048x9x1x1
attn_norm-6,kernel_rms_norm_mul,0.005500,9216x1x1,1024x1x1,2048x9x1x1
Qcur-6,kernel_transpose_32_16,0.004800,512x4x0,1x16x0,2048x9x1x1
Qcur-6,kernel_gemm_noshuffle_q4_0_f32,0.329300,2x512x1,1x128x1,2048x9x1x1
Qcur_normed-6,kernel_rms_norm_mul,0.006800,2048x9x1,128x1x1,128x16x9x1
Qcur-6,kernel_rope_neox_f32,0.004700,1024x9x1,64x1x1,128x16x9x1
Vcur-6,kernel_transpose_32_16,0.005000,512x4x0,1x16x0,1024x9x1x1
Vcur-6,kernel_gemm_noshuffle_q4_0_f32,0.327300,2x256x1,1x128x1,1024x9x1x1
Kcur-6,kernel_transpose_32_16,0.005100,512x4x0,1x16x0,1024x9x1x1
Kcur-6,kernel_gemm_noshuffle_q4_0_f32,0.331000,2x256x1,1x128x1,1024x9x1x1
Kcur_normed-6,kernel_rms_norm_mul,0.004800,1024x9x1,128x1x1,128x8x9x1
Kcur-6,kernel_rope_neox_f32,0.003100,512x9x1,64x1x1,128x8x9x1
cache_k_l6 (view),kernel_set_rows_f16_i64,0.003000,9216x1x1,1024x1x1,1024x40192x1x1
cache_v_l6 (view),kernel_set_rows_f16_i64,0.003100,9216x1x1,1024x1x1,1024x40192x1x1
node_235,flash_attn_blk_f16,0.024300,8x1x1,0x0x0,128x16x9x1
node_235,flash_attn_f32_f16,0.062100,128x16x0,128x1x0,128x16x9x1
node_237,kernel_transpose_32_16,0.005100,512x4x0,1x16x0,2048x9x1x1
node_237,kernel_gemm_noshuffle_q4_0_f32,0.337800,2x512x1,1x128x1,2048x9x1x1
ffn_inp-6,kernel_add,0.013300,576x1x1,64x1x1,2048x9x1x1
ffn_norm-6,kernel_rms_norm_mul,0.005700,9216x1x1,1024x1x1,2048x9x1x1
ffn_gate-6,kernel_transpose_32_16,0.004700,512x4x0,1x16x0,6144x9x1x1
ffn_gate-6,kernel_gemm_noshuffle_q4_0_f32,0.339700,2x1536x1,1x128x1,6144x9x1x1
ffn_up-6,kernel_transpose_32_16,0.005400,512x4x0,1x16x0,6144x9x1x1
ffn_up-6,kernel_gemm_noshuffle_q4_0_f32,0.341500,2x1536x1,1x128x1,6144x9x1x1
ffn_swiglu-6,kernel_swiglu,0.009000,4608x1x1,512x1x1,6144x9x1x1
ffn_out-6,kernel_transpose_32_16,0.011800,1536x4x0,1x16x0,2048x9x1x1
ffn_out-6,kernel_gemm_noshuffle_q4_0_f32,1.011600,2x512x1,1x128x1,2048x9x1x1
l_out-6,kernel_add,0.014000,576x1x1,64x1x1,2048x9x1x1
attn_norm-7,kernel_rms_norm_mul,0.005500,9216x1x1,1024x1x1,2048x9x1x1
Qcur-7,kernel_transpose_32_16,0.004700,512x4x0,1x16x0,2048x9x1x1
Qcur-7,kernel_gemm_noshuffle_q4_0_f32,0.338900,2x512x1,1x128x1,2048x9x1x1
Qcur_normed-7,kernel_rms_norm_mul,0.007100,2048x9x1,128x1x1,128x16x9x1
Qcur-7,kernel_rope_neox_f32,0.004700,1024x9x1,64x1x1,128x16x9x1
Vcur-7,kernel_transpose_32_16,0.005000,512x4x0,1x16x0,1024x9x1x1
Vcur-7,kernel_gemm_noshuffle_q4_0_f32,0.327400,2x256x1,1x128x1,1024x9x1x1
Kcur-7,kernel_transpose_32_16,0.005000,512x4x0,1x16x0,1024x9x1x1
Kcur-7,kernel_gemm_noshuffle_q4_0_f32,0.324600,2x256x1,1x128x1,1024x9x1x1
Kcur_normed-7,kernel_rms_norm_mul,0.004700,1024x9x1,128x1x1,128x8x9x1
Kcur-7,kernel_rope_neox_f32,0.002900,512x9x1,64x1x1,128x8x9x1
cache_k_l7 (view),kernel_set_rows_f16_i64,0.003600,9216x1x1,1024x1x1,1024x40192x1x1
cache_v_l7 (view),kernel_set_rows_f16_i64,0.003000,9216x1x1,1024x1x1,1024x40192x1x1
node_270,flash_attn_blk_f16,0.024300,8x1x1,0x0x0,128x16x9x1
node_270,flash_attn_f32_f16,0.062800,128x16x0,128x1x0,128x16x9x1
node_272,kernel_transpose_32_16,0.005100,512x4x0,1x16x0,2048x9x1x1
node_272,kernel_gemm_noshuffle_q4_0_f32,0.327800,2x512x1,1x128x1,2048x9x1x1
ffn_inp-7,kernel_add,0.013700,576x1x1,64x1x1,2048x9x1x1
ffn_norm-7,kernel_rms_norm_mul,0.005700,9216x1x1,1024x1x1,2048x9x1x1
ffn_gate-7,kernel_transpose_32_16,0.005400,512x4x0,1x16x0,6144x9x1x1
ffn_gate-7,kernel_gemm_noshuffle_q4_0_f32,0.344800,2x1536x1,1x128x1,6144x9x1x1
ffn_up-7,kernel_transpose_32_16,0.005200,512x4x0,1x16x0,6144x9x1x1
ffn_up-7,kernel_gemm_noshuffle_q4_0_f32,0.348500,2x1536x1,1x128x1,6144x9x1x1
ffn_swiglu-7,kernel_swiglu,0.008900,4608x1x1,512x1x1,6144x9x1x1
ffn_out-7,kernel_transpose_32_16,0.011400,1536x4x0,1x16x0,2048x9x1x1
ffn_out-7,kernel_gemm_noshuffle_q4_0_f32,0.972200,2x512x1,1x128x1,2048x9x1x1
l_out-7,kernel_add,0.014200,576x1x1,64x1x1,2048x9x1x1
attn_norm-8,kernel_rms_norm_mul,0.006100,9216x1x1,1024x1x1,2048x9x1x1
Qcur-8,kernel_transpose_32_16,0.005100,512x4x0,1x16x0,2048x9x1x1
Qcur-8,kernel_gemm_noshuffle_q4_0_f32,0.329800,2x512x1,1x128x1,2048x9x1x1
Qcur_normed-8,kernel_rms_norm_mul,0.006500,2048x9x1,128x1x1,128x16x9x1
Qcur-8,kernel_rope_neox_f32,0.004400,1024x9x1,64x1x1,128x16x9x1
Vcur-8,kernel_transpose_32_16,0.005000,512x4x0,1x16x0,1024x9x1x1
Vcur-8,kernel_gemm_noshuffle_q4_0_f32,0.327200,2x256x1,1x128x1,1024x9x1x1
Kcur-8,kernel_transpose_32_16,0.005000,512x4x0,1x16x0,1024x9x1x1
Kcur-8,kernel_gemm_noshuffle_q4_0_f32,0.327900,2x256x1,1x128x1,1024x9x1x1
Kcur_normed-8,kernel_rms_norm_mul,0.004900,1024x9x1,128x1x1,128x8x9x1
Kcur-8,kernel_rope_neox_f32,0.003100,512x9x1,64x1x1,128x8x9x1
cache_k_l8 (view),kernel_set_rows_f16_i64,0.003000,9216x1x1,1024x1x1,1024x40192x1x1
cache_v_l8 (view),kernel_set_rows_f16_i64,0.002900,9216x1x1,1024x1x1,1024x40192x1x1
node_305,flash_attn_blk_f16,0.024300,8x1x1,0x0x0,128x16x9x1
node_305,flash_attn_f32_f16,0.063000,128x16x0,128x1x0,128x16x9x1
node_307,kernel_transpose_32_16,0.005400,512x4x0,1x16x0,2048x9x1x1
node_307,kernel_gemm_noshuffle_q4_0_f32,0.340200,2x512x1,1x128x1,2048x9x1x1
ffn_inp-8,kernel_add,0.013900,576x1x1,64x1x1,2048x9x1x1
ffn_norm-8,kernel_rms_norm_mul,0.005400,9216x1x1,1024x1x1,2048x9x1x1
ffn_gate-8,kernel_transpose_32_16,0.005100,512x4x0,1x16x0,6144x9x1x1
ffn_gate-8,kernel_gemm_noshuffle_q4_0_f32,0.339900,2x1536x1,1x128x1,6144x9x1x1
ffn_up-8,kernel_transpose_32_16,0.005200,512x4x0,1x16x0,6144x9x1x1
ffn_up-8,kernel_gemm_noshuffle_q4_0_f32,0.342200,2x1536x1,1x128x1,6144x9x1x1
ffn_swiglu-8,kernel_swiglu,0.008500,4608x1x1,512x1x1,6144x9x1x1
ffn_out-8,kernel_transpose_32_16,0.010300,1536x4x0,1x16x0,2048x9x1x1
ffn_out-8,kernel_gemm_noshuffle_q4_0_f32,1.009100,2x512x1,1x128x1,2048x9x1x1
l_out-8,kernel_add,0.013600,576x1x1,64x1x1,2048x9x1x1
attn_norm-9,kernel_rms_norm_mul,0.005500,9216x1x1,1024x1x1,2048x9x1x1
Qcur-9,kernel_transpose_32_16,0.004700,512x4x0,1x16x0,2048x9x1x1
Qcur-9,kernel_gemm_noshuffle_q4_0_f32,0.339500,2x512x1,1x128x1,2048x9x1x1
Qcur_normed-9,kernel_rms_norm_mul,0.007000,2048x9x1,128x1x1,128x16x9x1
Qcur-9,kernel_rope_neox_f32,0.004500,1024x9x1,64x1x1,128x16x9x1
Vcur-9,kernel_transpose_32_16,0.005400,512x4x0,1x16x0,1024x9x1x1
Vcur-9,kernel_gemm_noshuffle_q4_0_f32,0.331800,2x256x1,1x128x1,1024x9x1x1
Kcur-9,kernel_transpose_32_16,0.005000,512x4x0,1x16x0,1024x9x1x1
Kcur-9,kernel_gemm_noshuffle_q4_0_f32,0.325900,2x256x1,1x128x1,1024x9x1x1
Kcur_normed-9,kernel_rms_norm_mul,0.004800,1024x9x1,128x1x1,128x8x9x1
Kcur-9,kernel_rope_neox_f32,0.003000,512x9x1,64x1x1,128x8x9x1
cache_k_l9 (view),kernel_set_rows_f16_i64,0.003100,9216x1x1,1024x1x1,1024x40192x1x1
cache_v_l9 (view),kernel_set_rows_f16_i64,0.003100,9216x1x1,1024x1x1,1024x40192x1x1
node_340,flash_attn_blk_f16,0.024600,8x1x1,0x0x0,128x16x9x1
node_340,flash_attn_f32_f16,0.061900,128x16x0,128x1x0,128x16x9x1
node_342,kernel_transpose_32_16,0.005100,512x4x0,1x16x0,2048x9x1x1
node_342,kernel_gemm_noshuffle_q4_0_f32,0.327600,2x512x1,1x128x1,2048x9x1x1
ffn_inp-9,kernel_add,0.013300,576x1x1,64x1x1,2048x9x1x1
ffn_norm-9,kernel_rms_norm_mul,0.005400,9216x1x1,1024x1x1,2048x9x1x1
ffn_gate-9,kernel_transpose_32_16,0.004700,512x4x0,1x16x0,6144x9x1x1
ffn_gate-9,kernel_gemm_noshuffle_q4_0_f32,0.344000,2x1536x1,1x128x1,6144x9x1x1
ffn_up-9,kernel_transpose_32_16,0.005600,512x4x0,1x16x0,6144x9x1x1
ffn_up-9,kernel_gemm_noshuffle_q4_0_f32,0.345700,2x1536x1,1x128x1,6144x9x1x1
ffn_swiglu-9,kernel_swiglu,0.008400,4608x1x1,512x1x1,6144x9x1x1
ffn_out-9,kernel_transpose_32_16,0.011100,1536x4x0,1x16x0,2048x9x1x1
ffn_out-9,kernel_gemm_noshuffle_q4_0_f32,0.979200,2x512x1,1x128x1,2048x9x1x1
l_out-9,kernel_add,0.013500,576x1x1,64x1x1,2048x9x1x1
attn_norm-10,kernel_rms_norm_mul,0.005400,9216x1x1,1024x1x1,2048x9x1x1
Qcur-10,kernel_transpose_32_16,0.004600,512x4x0,1x16x0,2048x9x1x1
Qcur-10,kernel_gemm_noshuffle_q4_0_f32,0.329100,2x512x1,1x128x1,2048x9x1x1
Qcur_normed-10,kernel_rms_norm_mul,0.007200,2048x9x1,128x1x1,128x16x9x1
Qcur-10,kernel_rope_neox_f32,0.004800,1024x9x1,64x1x1,128x16x9x1
Vcur-10,kernel_transpose_32_16,0.005600,512x4x0,1x16x0,1024x9x1x1
Vcur-10,kernel_gemm_noshuffle_q4_0_f32,0.325100,2x256x1,1x128x1,1024x9x1x1
Kcur-10,kernel_transpose_32_16,0.004900,512x4x0,1x16x0,1024x9x1x1
Kcur-10,kernel_gemm_noshuffle_q4_0_f32,0.328300,2x256x1,1x128x1,1024x9x1x1
Kcur_normed-10,kernel_rms_norm_mul,0.004700,1024x9x1,128x1x1,128x8x9x1
Kcur-10,kernel_rope_neox_f32,0.003300,512x9x1,64x1x1,128x8x9x1
cache_k_l10 (view),kernel_set_rows_f16_i64,0.002900,9216x1x1,1024x1x1,1024x40192x1x1
cache_v_l10 (view),kernel_set_rows_f16_i64,0.003000,9216x1x1,1024x1x1,1024x40192x1x1
node_375,flash_attn_blk_f16,0.024300,8x1x1,0x0x0,128x16x9x1
node_375,flash_attn_f32_f16,0.063300,128x16x0,128x1x0,128x16x9x1
node_377,kernel_transpose_32_16,0.005000,512x4x0,1x16x0,2048x9x1x1
node_377,kernel_gemm_noshuffle_q4_0_f32,0.339000,2x512x1,1x128x1,2048x9x1x1
ffn_inp-10,kernel_add,0.013700,576x1x1,64x1x1,2048x9x1x1
ffn_norm-10,kernel_rms_norm_mul,0.006000,9216x1x1,1024x1x1,2048x9x1x1
ffn_gate-10,kernel_transpose_32_16,0.004900,512x4x0,1x16x0,6144x9x1x1
ffn_gate-10,kernel_gemm_noshuffle_q4_0_f32,0.339500,2x1536x1,1x128x1,6144x9x1x1
ffn_up-10,kernel_transpose_32_16,0.005100,512x4x0,1x16x0,6144x9x1x1
ffn_up-10,kernel_gemm_noshuffle_q4_0_f32,0.341900,2x1536x1,1x128x1,6144x9x1x1
ffn_swiglu-10,kernel_swiglu,0.009000,4608x1x1,512x1x1,6144x9x1x1
ffn_out-10,kernel_transpose_32_16,0.011500,1536x4x0,1x16x0,2048x9x1x1
ffn_out-10,kernel_gemm_noshuffle_q4_0_f32,1.006400,2x512x1,1x128x1,2048x9x1x1
l_out-10,kernel_add,0.013800,576x1x1,64x1x1,2048x9x1x1
attn_norm-11,kernel_rms_norm_mul,0.005400,9216x1x1,1024x1x1,2048x9x1x1
Qcur-11,kernel_transpose_32_16,0.004800,512x4x0,1x16x0,2048x9x1x1
Qcur-11,kernel_gemm_noshuffle_q4_0_f32,0.339900,2x512x1,1x128x1,2048x9x1x1
Qcur_normed-11,kernel_rms_norm_mul,0.006700,2048x9x1,128x1x1,128x16x9x1
Qcur-11,kernel_rope_neox_f32,0.004300,1024x9x1,64x1x1,128x16x9x1
Vcur-11,kernel_transpose_32_16,0.005000,512x4x0,1x16x0,1024x9x1x1
Vcur-11,kernel_gemm_noshuffle_q4_0_f32,0.328500,2x256x1,1x128x1,1024x9x1x1
Kcur-11,kernel_transpose_32_16,0.005400,512x4x0,1x16x0,1024x9x1x1
Kcur-11,kernel_gemm_noshuffle_q4_0_f32,0.327200,2x256x1,1x128x1,1024x9x1x1
Kcur_normed-11,kernel_rms_norm_mul,0.004700,1024x9x1,128x1x1,128x8x9x1
Kcur-11,kernel_rope_neox_f32,0.003100,512x9x1,64x1x1,128x8x9x1
cache_k_l11 (view),kernel_set_rows_f16_i64,0.003000,9216x1x1,1024x1x1,1024x40192x1x1
cache_v_l11 (view),kernel_set_rows_f16_i64,0.002900,9216x1x1,1024x1x1,1024x40192x1x1
node_410,flash_attn_blk_f16,0.023900,8x1x1,0x0x0,128x16x9x1
node_410,flash_attn_f32_f16,0.063000,128x16x0,128x1x0,128x16x9x1
node_412,kernel_transpose_32_16,0.005400,512x4x0,1x16x0,2048x9x1x1
node_412,kernel_gemm_noshuffle_q4_0_f32,0.326700,2x512x1,1x128x1,2048x9x1x1
ffn_inp-11,kernel_add,0.013100,576x1x1,64x1x1,2048x9x1x1
ffn_norm-11,kernel_rms_norm_mul,0.005400,9216x1x1,1024x1x1,2048x9x1x1
ffn_gate-11,kernel_transpose_32_16,0.005100,512x4x0,1x16x0,6144x9x1x1
ffn_gate-11,kernel_gemm_noshuffle_q4_0_f32,0.345800,2x1536x1,1x128x1,6144x9x1x1
ffn_up-11,kernel_transpose_32_16,0.005100,512x4x0,1x16x0,6144x9x1x1
ffn_up-11,kernel_gemm_noshuffle_q4_0_f32,0.348200,2x1536x1,1x128x1,6144x9x1x1
ffn_swiglu-11,kernel_swiglu,0.007700,4608x1x1,512x1x1,6144x9x1x1
ffn_out-11,kernel_transpose_32_16,0.010600,1536x4x0,1x16x0,2048x9x1x1
ffn_out-11,kernel_gemm_noshuffle_q4_0_f32,0.974900,2x512x1,1x128x1,2048x9x1x1
l_out-11,kernel_add,0.013500,576x1x1,64x1x1,2048x9x1x1
attn_norm-12,kernel_rms_norm_mul,0.005300,9216x1x1,1024x1x1,2048x9x1x1
Qcur-12,kernel_transpose_32_16,0.004700,512x4x0,1x16x0,2048x9x1x1
Qcur-12,kernel_gemm_noshuffle_q4_0_f32,0.326900,2x512x1,1x128x1,2048x9x1x1
Qcur_normed-12,kernel_rms_norm_mul,0.006600,2048x9x1,128x1x1,128x16x9x1
Qcur-12,kernel_rope_neox_f32,0.004000,1024x9x1,64x1x1,128x16x9x1
Vcur-12,kernel_transpose_32_16,0.005100,512x4x0,1x16x0,1024x9x1x1
Vcur-12,kernel_gemm_noshuffle_q4_0_f32,0.327500,2x256x1,1x128x1,1024x9x1x1
Kcur-12,kernel_transpose_32_16,0.005100,512x4x0,1x16x0,1024x9x1x1
Kcur-12,kernel_gemm_noshuffle_q4_0_f32,0.327400,2x256x1,1x128x1,1024x9x1x1
Kcur_normed-12,kernel_rms_norm_mul,0.004600,1024x9x1,128x1x1,128x8x9x1
Kcur-12,kernel_rope_neox_f32,0.002900,512x9x1,64x1x1,128x8x9x1
cache_k_l12 (view),kernel_set_rows_f16_i64,0.002900,9216x1x1,1024x1x1,1024x40192x1x1
cache_v_l12 (view),kernel_set_rows_f16_i64,0.003300,9216x1x1,1024x1x1,1024x40192x1x1
node_445,flash_attn_blk_f16,0.024000,8x1x1,0x0x0,128x16x9x1
node_445,flash_attn_f32_f16,0.062500,128x16x0,128x1x0,128x16x9x1
node_447,kernel_transpose_32_16,0.005100,512x4x0,1x16x0,2048x9x1x1
node_447,kernel_gemm_noshuffle_q4_0_f32,0.339800,2x512x1,1x128x1,2048x9x1x1
ffn_inp-12,kernel_add,0.013000,576x1x1,64x1x1,2048x9x1x1
ffn_norm-12,kernel_rms_norm_mul,0.005700,9216x1x1,1024x1x1,2048x9x1x1
ffn_gate-12,kernel_transpose_32_16,0.004700,512x4x0,1x16x0,6144x9x1x1
ffn_gate-12,kernel_gemm_noshuffle_q4_0_f32,0.340500,2x1536x1,1x128x1,6144x9x1x1
ffn_up-12,kernel_transpose_32_16,0.005200,512x4x0,1x16x0,6144x9x1x1
ffn_up-12,kernel_gemm_noshuffle_q4_0_f32,0.343300,2x1536x1,1x128x1,6144x9x1x1
ffn_swiglu-12,kernel_swiglu,0.008100,4608x1x1,512x1x1,6144x9x1x1
ffn_out-12,kernel_transpose_32_16,0.011300,1536x4x0,1x16x0,2048x9x1x1
ffn_out-12,kernel_gemm_noshuffle_q4_0_f32,1.017800,2x512x1,1x128x1,2048x9x1x1
l_out-12,kernel_add,0.014000,576x1x1,64x1x1,2048x9x1x1
attn_norm-13,kernel_rms_norm_mul,0.005400,9216x1x1,1024x1x1,2048x9x1x1
Qcur-13,kernel_transpose_32_16,0.005300,512x4x0,1x16x0,2048x9x1x1
Qcur-13,kernel_gemm_noshuffle_q4_0_f32,0.336000,2x512x1,1x128x1,2048x9x1x1
Qcur_normed-13,kernel_rms_norm_mul,0.006800,2048x9x1,128x1x1,128x16x9x1
Qcur-13,kernel_rope_neox_f32,0.004700,1024x9x1,64x1x1,128x16x9x1
Vcur-13,kernel_transpose_32_16,0.005000,512x4x0,1x16x0,1024x9x1x1
Vcur-13,kernel_gemm_noshuffle_q4_0_f32,0.329200,2x256x1,1x128x1,1024x9x1x1
Kcur-13,kernel_transpose_32_16,0.005000,512x4x0,1x16x0,1024x9x1x1
Kcur-13,kernel_gemm_noshuffle_q4_0_f32,0.327500,2x256x1,1x128x1,1024x9x1x1
Kcur_normed-13,kernel_rms_norm_mul,0.004900,1024x9x1,128x1x1,128x8x9x1
Kcur-13,kernel_rope_neox_f32,0.003100,512x9x1,64x1x1,128x8x9x1
cache_k_l13 (view),kernel_set_rows_f16_i64,0.002900,9216x1x1,1024x1x1,1024x40192x1x1
cache_v_l13 (view),kernel_set_rows_f16_i64,0.003100,9216x1x1,1024x1x1,1024x40192x1x1
node_480,flash_attn_blk_f16,0.024200,8x1x1,0x0x0,128x16x9x1
node_480,flash_attn_f32_f16,0.062700,128x16x0,128x1x0,128x16x9x1
node_482,kernel_transpose_32_16,0.005300,512x4x0,1x16x0,2048x9x1x1
node_482,kernel_gemm_noshuffle_q4_0_f32,0.327400,2x512x1,1x128x1,2048x9x1x1
ffn_inp-13,kernel_add,0.013400,576x1x1,64x1x1,2048x9x1x1
ffn_norm-13,kernel_rms_norm_mul,0.005400,9216x1x1,1024x1x1,2048x9x1x1
ffn_gate-13,kernel_transpose_32_16,0.004800,512x4x0,1x16x0,6144x9x1x1
ffn_gate-13,kernel_gemm_noshuffle_q4_0_f32,0.345100,2x1536x1,1x128x1,6144x9x1x1
ffn_up-13,kernel_transpose_32_16,0.005200,512x4x0,1x16x0,6144x9x1x1
ffn_up-13,kernel_gemm_noshuffle_q4_0_f32,0.344700,2x1536x1,1x128x1,6144x9x1x1
ffn_swiglu-13,kernel_swiglu,0.008400,4608x1x1,512x1x1,6144x9x1x1
ffn_out-13,kernel_transpose_32_16,0.011200,1536x4x0,1x16x0,2048x9x1x1
ffn_out-13,kernel_gemm_noshuffle_q4_0_f32,0.972000,2x512x1,1x128x1,2048x9x1x1
l_out-13,kernel_add,0.013600,576x1x1,64x1x1,2048x9x1x1
attn_norm-14,kernel_rms_norm_mul,0.005500,9216x1x1,1024x1x1,2048x9x1x1
Qcur-14,kernel_transpose_32_16,0.004800,512x4x0,1x16x0,2048x9x1x1
Qcur-14,kernel_gemm_noshuffle_q4_0_f32,0.329100,2x512x1,1x128x1,2048x9x1x1
Qcur_normed-14,kernel_rms_norm_mul,0.006500,2048x9x1,128x1x1,128x16x9x1
Qcur-14,kernel_rope_neox_f32,0.004400,1024x9x1,64x1x1,128x16x9x1
Vcur-14,kernel_transpose_32_16,0.005000,512x4x0,1x16x0,1024x9x1x1
Vcur-14,kernel_gemm_noshuffle_q4_0_f32,0.326500,2x256x1,1x128x1,1024x9x1x1
Kcur-14,kernel_transpose_32_16,0.004900,512x4x0,1x16x0,1024x9x1x1
Kcur-14,kernel_gemm_noshuffle_q4_0_f32,0.330300,2x256x1,1x128x1,1024x9x1x1
Kcur_normed-14,kernel_rms_norm_mul,0.004600,1024x9x1,128x1x1,128x8x9x1
Kcur-14,kernel_rope_neox_f32,0.003100,512x9x1,64x1x1,128x8x9x1
cache_k_l14 (view),kernel_set_rows_f16_i64,0.002900,9216x1x1,1024x1x1,1024x40192x1x1
cache_v_l14 (view),kernel_set_rows_f16_i64,0.003000,9216x1x1,1024x1x1,1024x40192x1x1
node_515,flash_attn_blk_f16,0.024000,8x1x1,0x0x0,128x16x9x1
node_515,flash_attn_f32_f16,0.061600,128x16x0,128x1x0,128x16x9x1
node_517,kernel_transpose_32_16,0.005100,512x4x0,1x16x0,2048x9x1x1
node_517,kernel_gemm_noshuffle_q4_0_f32,0.335100,2x512x1,1x128x1,2048x9x1x1
ffn_inp-14,kernel_add,0.013200,576x1x1,64x1x1,2048x9x1x1
ffn_norm-14,kernel_rms_norm_mul,0.005600,9216x1x1,1024x1x1,2048x9x1x1
ffn_gate-14,kernel_transpose_32_16,0.004600,512x4x0,1x16x0,6144x9x1x1
ffn_gate-14,kernel_gemm_noshuffle_q4_0_f32,0.342900,2x1536x1,1x128x1,6144x9x1x1
ffn_up-14,kernel_transpose_32_16,0.005400,512x4x0,1x16x0,6144x9x1x1
ffn_up-14,kernel_gemm_noshuffle_q4_0_f32,0.344000,2x1536x1,1x128x1,6144x9x1x1
ffn_swiglu-14,kernel_swiglu,0.008500,4608x1x1,512x1x1,6144x9x1x1
ffn_out-14,kernel_transpose_32_16,0.011100,1536x4x0,1x16x0,2048x9x1x1
ffn_out-14,kernel_gemm_noshuffle_q4_0_f32,1.008300,2x512x1,1x128x1,2048x9x1x1
l_out-14,kernel_add,0.013600,576x1x1,64x1x1,2048x9x1x1
attn_norm-15,kernel_rms_norm_mul,0.005400,9216x1x1,1024x1x1,2048x9x1x1
Qcur-15,kernel_transpose_32_16,0.004600,512x4x0,1x16x0,2048x9x1x1
Qcur-15,kernel_gemm_noshuffle_q4_0_f32,0.338100,2x512x1,1x128x1,2048x9x1x1
Qcur_normed-15,kernel_rms_norm_mul,0.007200,2048x9x1,128x1x1,128x16x9x1
Qcur-15,kernel_rope_neox_f32,0.004300,1024x9x1,64x1x1,128x16x9x1
Vcur-15,kernel_transpose_32_16,0.005100,512x4x0,1x16x0,1024x9x1x1
Vcur-15,kernel_gemm_noshuffle_q4_0_f32,0.325900,2x256x1,1x128x1,1024x9x1x1
Kcur-15,kernel_transpose_32_16,0.005300,512x4x0,1x16x0,1024x9x1x1
Kcur-15,kernel_gemm_noshuffle_q4_0_f32,0.326300,2x256x1,1x128x1,1024x9x1x1
Kcur_normed-15,kernel_rms_norm_mul,0.004700,1024x9x1,128x1x1,128x8x9x1
