op name, kernel name, exec duration (ms), t_since_start_ms, tensor_bytes, rss_kb, global size, local size, output size
embd,GET_ROWS,0.023385,-0.078281,16384,5693492,2048x2x1x1,0x0x0,2048x2x1x1
norm-0,RMS_NORM,16.561510,16.589375,16384,5693492,2048x2x1x1,0x0x0,2048x2x1x1
attn_norm-0,MUL,3.972812,20.570469,16384,5693492,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-0,MUL_MAT,8.008490,28.584167,16384,5693492,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-0,RESHAPE,0.000573,28.590573,16384,5693492,128x16x2x1,0x0x0,128x16x2x1
norm-0,RMS_NORM,3.982240,32.577188,16384,5693492,128x16x2x1,0x0x0,128x16x2x1
Qcur_normed-0,MUL,3.993021,36.575313,16384,5693492,128x16x2x1,0x0x0,128x16x2x1
Qcur-0,ROPE,4.005261,40.585157,16384,5693492,128x16x2x1,0x0x0,128x16x2x1
Vcur-0,MUL_MAT,7.992135,48.582552,8192,5693492,1024x2x1x1,0x0x0,1024x2x1x1
Vcur-0,RESHAPE,0.000365,48.587709,8192,5693492,128x8x2x1,0x0x0,128x8x2x1
Kcur-0,MUL_MAT,7.988386,56.580313,8192,5693492,1024x2x1x1,0x0x0,1024x2x1x1
Kcur-0,RESHAPE,0.000365,56.586042,8192,5693492,128x8x2x1,0x0x0,128x8x2x1
norm-0,RMS_NORM,3.984375,60.574427,8192,5693492,128x8x2x1,0x0x0,128x8x2x1
Kcur_normed-0,MUL,4.014531,64.593802,8192,5693492,128x8x2x1,0x0x0,128x8x2x1
Kcur-0,ROPE,3.980052,68.578698,8192,5693492,128x8x2x1,0x0x0,128x8x2x1
Kcur-0 (view),VIEW,0.000469,68.584011,8192,5693492,1024x2x1x1,0x0x0,1024x2x1x1
cache_k_l0 (view),SET_ROWS,0.049583,68.637917,83886080,5693668,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-0 (view),VIEW,0.031094,68.674532,8192,5693668,1024x2x1x1,0x0x0,1024x2x1x1
cache_v_l0 (view),SET_ROWS,0.002500,68.681823,83886080,5693668,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-0 (view),VIEW,0.019479,68.705677,16384,5693668,128x16x2x1,0x0x0,128x16x2x1
Qcur-0 (view) (permuted),PERMUTE,0.000365,68.710469,16384,5693668,128x2x16x1,0x0x0,128x2x16x1
cache_k_l0 (view),VIEW,0.028385,68.743073,524288,5693668,128x8x256x1,0x0x0,128x8x256x1
cache_k_l0 (view) (permuted),PERMUTE,0.000365,68.747917,524288,5693668,128x256x8x1,0x0x0,128x256x8x1
cache_v_l0 (view),VIEW,0.045417,68.797396,524288,5693668,128x8x256x1,0x0x0,128x8x256x1
cache_v_l0 (view) (permuted),PERMUTE,0.000365,68.802657,524288,5693668,128x256x8x1,0x0x0,128x256x8x1
node_25,FLASH_ATTN_EXT,7.767761,76.574532,16384,5693668,128x16x2x1,0x0x0,128x16x2x1
kqv_out-0,RESHAPE,0.000365,76.581615,16384,5693668,2048x2x1x1,0x0x0,2048x2x1x1
node_27,MUL_MAT,7.999427,84.585052,16384,5693668,2048x2x1x1,0x0x0,2048x2x1x1
ffn_inp-0,ADD,3.981823,88.572448,16384,5693668,2048x2x1x1,0x0x0,2048x2x1x1
norm-0,RMS_NORM,3.994635,92.572604,16384,5693668,2048x2x1x1,0x0x0,2048x2x1x1
ffn_norm-0,MUL,3.999218,96.576927,16384,5693668,2048x2x1x1,0x0x0,2048x2x1x1
ffn_gate-0,MUL_MAT,7.998542,104.580209,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_up-0,MUL_MAT,8.020625,112.605886,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_swiglu-0,GLU,3.961927,116.573438,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_out-0,MUL_MAT,8.016406,124.594792,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
l_out-0,ADD,3.974635,128.574219,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-1,RMS_NORM,0.274635,128.853542,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
attn_norm-1,MUL,0.003542,128.861459,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-1,MUL_MAT,0.129115,128.994584,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-1,RESHAPE,0.000469,128.999844,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
norm-1,RMS_NORM,0.061562,129.065573,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur_normed-1,MUL,0.003125,129.073282,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-1,ROPE,0.004375,129.081459,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Vcur-1,MUL_MAT,0.070468,129.155625,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Vcur-1,RESHAPE,0.000469,129.160834,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-1,MUL_MAT,0.185677,129.350521,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Kcur-1,RESHAPE,0.000417,129.355834,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
norm-1,RMS_NORM,0.094688,129.454584,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur_normed-1,MUL,0.002135,129.461302,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-1,ROPE,0.002448,129.467552,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-1 (view),VIEW,0.000572,129.471979,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_k_l1 (view),SET_ROWS,0.056666,129.555625,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-1 (view),VIEW,0.000469,129.561042,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_v_l1 (view),SET_ROWS,0.033021,129.597865,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-1 (view),VIEW,0.009844,129.612344,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-1 (view) (permuted),PERMUTE,0.026094,129.643021,16384,5693796,128x2x16x1,0x0x0,128x2x16x1
cache_k_l1 (view),VIEW,0.000313,129.647917,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_k_l1 (view) (permuted),PERMUTE,0.029791,129.681927,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
cache_v_l1 (view),VIEW,0.000364,129.686823,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_v_l1 (view) (permuted),PERMUTE,0.030781,129.721719,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
node_60,FLASH_ATTN_EXT,0.802813,130.529063,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
kqv_out-1,RESHAPE,0.000677,130.534115,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
node_62,MUL_MAT,0.310104,130.848125,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_inp-1,ADD,0.004166,130.857552,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-1,RMS_NORM,0.005416,130.866979,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_norm-1,MUL,0.003645,130.874479,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_gate-1,MUL_MAT,0.364218,131.242604,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_up-1,MUL_MAT,0.418542,131.665834,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_swiglu-1,GLU,0.022448,131.693542,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_out-1,MUL_MAT,0.372188,132.070261,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
l_out-1,ADD,0.004166,132.079323,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-2,RMS_NORM,0.006667,132.089844,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
attn_norm-2,MUL,0.003073,132.096771,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-2,MUL_MAT,0.126407,132.227084,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-2,RESHAPE,0.000782,132.232657,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
norm-2,RMS_NORM,0.112187,132.349323,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur_normed-2,MUL,0.003073,132.357136,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-2,ROPE,0.003698,132.364636,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Vcur-2,MUL_MAT,0.065573,132.434115,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Vcur-2,RESHAPE,0.000417,132.438907,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-2,MUL_MAT,0.201563,132.644532,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Kcur-2,RESHAPE,0.000469,132.650261,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
norm-2,RMS_NORM,0.153281,132.807604,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur_normed-2,MUL,0.001927,132.814323,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-2,ROPE,0.002448,132.820573,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-2 (view),VIEW,0.000469,132.824792,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_k_l2 (view),SET_ROWS,0.046719,132.875521,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-2 (view),VIEW,0.000468,132.880729,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_v_l2 (view),SET_ROWS,0.040104,132.924636,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-2 (view),VIEW,0.000782,132.930157,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-2 (view) (permuted),PERMUTE,0.015364,132.949427,16384,5693796,128x2x16x1,0x0x0,128x2x16x1
cache_k_l2 (view),VIEW,0.000417,132.954219,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_k_l2 (view) (permuted),PERMUTE,0.021770,132.980052,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
cache_v_l2 (view),VIEW,0.000312,132.985104,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_v_l2 (view) (permuted),PERMUTE,0.021980,133.011407,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
node_95,FLASH_ATTN_EXT,0.022396,133.038386,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
kqv_out-2,RESHAPE,0.000469,133.042917,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
node_97,MUL_MAT,0.231511,133.278438,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_inp-2,ADD,0.003906,133.287813,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-2,RMS_NORM,0.005209,133.297032,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_norm-2,MUL,0.002916,133.318698,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_gate-2,MUL_MAT,0.360833,133.683854,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_up-2,MUL_MAT,0.359948,134.049115,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_swiglu-2,GLU,0.010105,134.063907,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_out-2,MUL_MAT,0.388073,134.456198,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
l_out-2,ADD,0.004844,134.465990,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-3,RMS_NORM,0.006667,134.476563,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
attn_norm-3,MUL,0.003802,134.484167,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-3,MUL_MAT,0.144740,134.632709,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-3,RESHAPE,0.000364,134.637552,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
norm-3,RMS_NORM,0.073802,134.715417,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur_normed-3,MUL,0.002448,134.722448,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-3,ROPE,0.002656,134.728802,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Vcur-3,MUL_MAT,0.054740,134.787240,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Vcur-3,RESHAPE,0.000364,134.791927,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-3,MUL_MAT,0.125833,134.921667,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Kcur-3,RESHAPE,0.000313,134.926511,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
norm-3,RMS_NORM,0.082292,135.012709,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur_normed-3,MUL,0.001614,135.018698,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-3,ROPE,0.001979,135.024479,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-3 (view),VIEW,0.000417,135.028594,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_k_l3 (view),SET_ROWS,0.040157,135.072657,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-3 (view),VIEW,0.000364,135.077552,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_v_l3 (view),SET_ROWS,0.012657,135.093907,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-3 (view),VIEW,0.000521,135.098698,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-3 (view) (permuted),PERMUTE,0.015781,135.118229,16384,5693796,128x2x16x1,0x0x0,128x2x16x1
cache_k_l3 (view),VIEW,0.000313,135.122917,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_k_l3 (view) (permuted),PERMUTE,0.012553,135.139532,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
cache_v_l3 (view),VIEW,0.000364,135.144271,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_v_l3 (view) (permuted),PERMUTE,0.023855,135.172032,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
node_130,FLASH_ATTN_EXT,0.044687,135.221250,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
kqv_out-3,RESHAPE,0.000365,135.225782,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
node_132,MUL_MAT,0.209895,135.439427,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_inp-3,ADD,0.002604,135.446823,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-3,RMS_NORM,0.004532,135.455157,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_norm-3,MUL,0.002761,135.461615,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_gate-3,MUL_MAT,0.348229,135.813594,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_up-3,MUL_MAT,0.298281,136.116302,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_swiglu-3,GLU,0.008385,136.129323,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_out-3,MUL_MAT,0.285885,136.419323,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
l_out-3,ADD,0.003177,136.427084,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-4,RMS_NORM,0.005260,136.436042,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
attn_norm-4,MUL,0.002656,136.442396,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-4,MUL_MAT,0.101354,136.547344,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-4,RESHAPE,0.000417,136.572344,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
norm-4,RMS_NORM,0.048282,136.625157,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur_normed-4,MUL,0.002291,136.631875,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-4,ROPE,0.002552,136.638125,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Vcur-4,MUL_MAT,0.053073,136.694792,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Vcur-4,RESHAPE,0.000364,136.699479,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-4,MUL_MAT,0.124948,136.828073,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Kcur-4,RESHAPE,0.000365,136.840313,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
norm-4,RMS_NORM,0.066719,136.911146,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur_normed-4,MUL,0.001406,136.916979,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-4,ROPE,0.001875,136.922604,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-4 (view),VIEW,0.000313,136.926511,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_k_l4 (view),SET_ROWS,0.034687,136.964896,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-4 (view),VIEW,0.000313,136.969584,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_v_l4 (view),SET_ROWS,0.011770,136.985052,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-4 (view),VIEW,0.000521,136.989948,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-4 (view) (permuted),PERMUTE,0.017552,137.011146,16384,5693796,128x2x16x1,0x0x0,128x2x16x1
cache_k_l4 (view),VIEW,0.012500,137.028073,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_k_l4 (view) (permuted),PERMUTE,0.018594,137.050990,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
cache_v_l4 (view),VIEW,0.000521,137.055886,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_v_l4 (view) (permuted),PERMUTE,0.014427,137.074167,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
node_165,FLASH_ATTN_EXT,0.042500,137.120990,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
kqv_out-4,RESHAPE,0.000365,137.125365,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
node_167,MUL_MAT,0.169687,137.298802,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_inp-4,ADD,0.002604,137.305990,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-4,RMS_NORM,0.004479,137.314219,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_norm-4,MUL,0.002500,137.320469,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_gate-4,MUL_MAT,0.297708,137.621823,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_up-4,MUL_MAT,0.297395,137.923854,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_swiglu-4,GLU,0.008646,137.936823,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_out-4,MUL_MAT,0.286666,138.227500,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
l_out-4,ADD,0.002917,138.234792,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-5,RMS_NORM,0.004948,138.243490,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
attn_norm-5,MUL,0.002500,138.249636,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-5,MUL_MAT,0.101927,138.355209,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-5,RESHAPE,0.000364,138.359896,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
norm-5,RMS_NORM,0.069167,138.432917,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur_normed-5,MUL,0.002396,138.439688,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-5,ROPE,0.002396,138.445782,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Vcur-5,MUL_MAT,0.053073,138.502500,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Vcur-5,RESHAPE,0.000365,138.507188,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-5,MUL_MAT,0.122291,138.633125,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Kcur-5,RESHAPE,0.000365,138.637969,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
norm-5,RMS_NORM,0.075000,138.716719,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur_normed-5,MUL,0.001511,138.722865,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-5,ROPE,0.001875,138.728386,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-5 (view),VIEW,0.000364,138.732396,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_k_l5 (view),SET_ROWS,0.029271,138.765417,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-5 (view),VIEW,0.000261,138.770313,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_v_l5 (view),SET_ROWS,0.024479,138.798802,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-5 (view),VIEW,0.000364,138.803646,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-5 (view) (permuted),PERMUTE,0.018282,138.825834,16384,5693796,128x2x16x1,0x0x0,128x2x16x1
cache_k_l5 (view),VIEW,0.000677,138.830729,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_k_l5 (view) (permuted),PERMUTE,0.015052,138.849636,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
cache_v_l5 (view),VIEW,0.000468,138.854375,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_v_l5 (view) (permuted),PERMUTE,0.015573,138.873698,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
node_200,FLASH_ATTN_EXT,0.077344,138.960313,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
kqv_out-5,RESHAPE,0.000313,138.964792,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
node_202,MUL_MAT,0.132917,139.101511,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_inp-5,ADD,0.002708,139.108802,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-5,RMS_NORM,0.004219,139.116771,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_norm-5,MUL,0.002396,139.122917,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_gate-5,MUL_MAT,0.316146,139.442657,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_up-5,MUL_MAT,0.303281,139.750313,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_swiglu-5,GLU,0.008386,139.763334,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_out-5,MUL_MAT,0.280000,140.047344,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
l_out-5,ADD,0.002708,140.054792,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-6,RMS_NORM,0.004948,140.063386,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
attn_norm-6,MUL,0.002605,140.069584,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-6,MUL_MAT,0.101980,140.175209,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-6,RESHAPE,0.000312,140.179844,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
norm-6,RMS_NORM,0.076875,140.260677,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur_normed-6,MUL,0.002604,140.267604,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-6,ROPE,0.002396,140.273594,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Vcur-6,MUL_MAT,0.051406,140.328698,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Vcur-6,RESHAPE,0.000312,140.333229,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-6,MUL_MAT,0.123855,140.460782,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Kcur-6,RESHAPE,0.000365,140.465782,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
norm-6,RMS_NORM,0.072500,140.541823,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur_normed-6,MUL,0.001354,140.547552,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-6,ROPE,0.043490,140.594584,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-6 (view),VIEW,0.000313,140.599740,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_k_l6 (view),SET_ROWS,0.030000,140.633646,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-6 (view),VIEW,0.000313,140.638386,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_v_l6 (view),SET_ROWS,0.011302,140.653490,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-6 (view),VIEW,0.000313,140.658334,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-6 (view) (permuted),PERMUTE,0.015730,140.677709,16384,5693796,128x2x16x1,0x0x0,128x2x16x1
cache_k_l6 (view),VIEW,0.000469,140.682448,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_k_l6 (view) (permuted),PERMUTE,0.020781,140.706979,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
cache_v_l6 (view),VIEW,0.000469,140.711823,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_v_l6 (view) (permuted),PERMUTE,0.021042,140.736719,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
node_235,FLASH_ATTN_EXT,0.045573,140.786511,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
kqv_out-6,RESHAPE,0.000313,140.790782,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
node_237,MUL_MAT,0.172605,140.967032,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_inp-6,ADD,0.002916,140.974479,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-6,RMS_NORM,0.004375,140.982448,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_norm-6,MUL,0.002604,140.988698,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_gate-6,MUL_MAT,0.293698,141.285990,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_up-6,MUL_MAT,0.294635,141.585625,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_swiglu-6,GLU,0.008489,141.598698,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_out-6,MUL_MAT,0.282291,141.885052,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
l_out-6,ADD,0.002552,141.892084,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-7,RMS_NORM,0.004948,141.900677,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
attn_norm-7,MUL,0.002344,141.906615,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-7,MUL_MAT,0.099375,142.009532,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-7,RESHAPE,0.000313,142.014167,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
norm-7,RMS_NORM,0.099167,142.117240,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
