op name, kernel name, exec duration (ms), t_since_start_ms, tensor_bytes, rss_kb, global size, local size, output size
Kcur-22,ROPE,0.003334,170.968907,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-22 (view),VIEW,0.000677,170.973438,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_k_l22 (view),SET_ROWS,0.029792,171.007188,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-22 (view),VIEW,0.000416,171.012448,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_v_l22 (view),SET_ROWS,0.030937,171.047344,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-22 (view),VIEW,0.000520,171.052552,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-22 (view) (permuted),PERMUTE,0.003177,171.059584,16384,5693796,128x2x16x1,0x0x0,128x2x16x1
cache_k_l22 (view),VIEW,0.000521,171.064271,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_k_l22 (view) (permuted),PERMUTE,0.025677,171.093959,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
cache_v_l22 (view),VIEW,0.005886,171.104532,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_v_l22 (view) (permuted),PERMUTE,0.010105,171.118959,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
node_795,FLASH_ATTN_EXT,3.444479,174.568073,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
kqv_out-22,RESHAPE,0.000417,174.573698,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
node_797,MUL_MAT,0.236770,174.814531,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_inp-22,ADD,0.002864,174.822552,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-22,RMS_NORM,0.003646,174.841615,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_norm-22,MUL,0.002604,174.848490,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_gate-22,MUL_MAT,0.291718,175.146927,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_up-22,MUL_MAT,0.284427,175.435886,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_swiglu-22,GLU,0.008281,175.448854,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_out-22,MUL_MAT,0.274844,175.727969,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
l_out-22,ADD,0.002500,175.735052,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-23,RMS_NORM,0.003437,175.742500,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
attn_norm-23,MUL,0.002239,175.748698,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-23,MUL_MAT,0.097084,175.849688,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-23,RESHAPE,0.000521,175.854584,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
norm-23,RMS_NORM,0.133750,175.992344,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur_normed-23,MUL,0.003593,176.000677,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-23,ROPE,0.006041,176.010729,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Vcur-23,MUL_MAT,0.068229,176.082917,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Vcur-23,RESHAPE,0.000469,176.088386,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-23,MUL_MAT,0.161771,176.254167,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Kcur-23,RESHAPE,0.000469,176.259375,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
norm-23,RMS_NORM,4.303334,180.566615,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur_normed-23,MUL,1.308177,181.880000,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-23,ROPE,0.006511,181.891511,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-23 (view),VIEW,0.000365,181.895834,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_k_l23 (view),SET_ROWS,0.054375,181.954167,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-23 (view),VIEW,0.000260,181.959323,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_v_l23 (view),SET_ROWS,0.009740,181.972969,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-23 (view),VIEW,0.000261,181.977709,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-23 (view) (permuted),PERMUTE,0.024323,182.005938,16384,5693796,128x2x16x1,0x0x0,128x2x16x1
cache_k_l23 (view),VIEW,0.004010,182.014531,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_k_l23 (view) (permuted),PERMUTE,0.006354,182.025156,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
cache_v_l23 (view),VIEW,0.057864,182.087448,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_v_l23 (view) (permuted),PERMUTE,0.006198,182.098490,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
node_830,FLASH_ATTN_EXT,7.549062,189.651979,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
kqv_out-23,RESHAPE,0.000521,189.657344,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
node_832,MUL_MAT,0.250156,189.911354,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_inp-23,ADD,0.002605,189.918959,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-23,RMS_NORM,0.003750,189.926719,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_norm-23,MUL,0.002604,189.933229,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_gate-23,MUL_MAT,0.304583,190.241719,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_up-23,MUL_MAT,0.338282,190.584636,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_swiglu-23,GLU,0.008385,190.599531,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_out-23,MUL_MAT,0.293907,190.897709,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
l_out-23,ADD,0.002656,190.905521,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-24,RMS_NORM,0.003802,190.913281,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
attn_norm-24,MUL,0.002604,190.919896,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-24,MUL_MAT,0.103698,191.027604,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-24,RESHAPE,0.000364,191.032500,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
norm-24,RMS_NORM,0.138855,191.175886,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur_normed-24,MUL,0.003906,191.184844,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-24,ROPE,0.005469,191.194271,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Vcur-24,MUL_MAT,0.054219,191.252396,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Vcur-24,RESHAPE,0.000625,191.277448,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-24,MUL_MAT,0.145469,191.427240,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Kcur-24,RESHAPE,0.000729,191.432969,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
norm-24,RMS_NORM,0.058490,191.495469,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur_normed-24,MUL,0.001823,191.501927,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-24,ROPE,0.002187,191.508073,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-24 (view),VIEW,0.000365,191.512396,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_k_l24 (view),SET_ROWS,0.045469,191.561771,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-24 (view),VIEW,0.000416,191.566927,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_v_l24 (view),SET_ROWS,0.016041,191.586927,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-24 (view),VIEW,0.000261,191.591615,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-24 (view) (permuted),PERMUTE,0.018281,191.613854,16384,5693796,128x2x16x1,0x0x0,128x2x16x1
cache_k_l24 (view),VIEW,0.000260,191.618594,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_k_l24 (view) (permuted),PERMUTE,0.007813,191.630417,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
cache_v_l24 (view),VIEW,0.000417,191.635469,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_v_l24 (view) (permuted),PERMUTE,0.018490,191.657865,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
node_865,FLASH_ATTN_EXT,0.065312,191.727552,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
kqv_out-24,RESHAPE,0.000625,191.732344,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
node_867,MUL_MAT,0.158854,191.895156,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_inp-24,ADD,0.002917,191.902761,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-24,RMS_NORM,0.003490,191.910209,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_norm-24,MUL,0.002708,191.916979,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_gate-24,MUL_MAT,0.298906,192.219896,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_up-24,MUL_MAT,0.298385,192.522969,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_swiglu-24,GLU,0.008333,192.535729,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_out-24,MUL_MAT,0.309271,192.849271,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
l_out-24,ADD,0.002865,192.857865,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-25,RMS_NORM,0.003698,192.865469,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
attn_norm-25,MUL,0.002761,192.872292,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-25,MUL_MAT,0.104532,192.980834,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-25,RESHAPE,0.000573,192.986459,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
norm-25,RMS_NORM,0.068698,193.059427,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur_normed-25,MUL,0.002916,193.066927,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-25,ROPE,0.003333,193.074167,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Vcur-25,MUL_MAT,0.054219,193.132396,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Vcur-25,RESHAPE,0.000573,193.137500,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-25,MUL_MAT,0.123125,193.264584,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Kcur-25,RESHAPE,0.000573,193.270000,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
norm-25,RMS_NORM,1.252239,194.526198,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur_normed-25,MUL,6.036563,200.567709,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-25,ROPE,5.299011,205.871459,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-25 (view),VIEW,0.000989,205.877031,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_k_l25 (view),SET_ROWS,0.019844,205.900834,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-25 (view),VIEW,0.000365,205.905886,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_v_l25 (view),SET_ROWS,0.019167,205.929063,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-25 (view),VIEW,0.000365,205.934219,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-25 (view) (permuted),PERMUTE,0.022656,205.960781,16384,5693796,128x2x16x1,0x0x0,128x2x16x1
cache_k_l25 (view),VIEW,0.033802,205.999271,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_k_l25 (view) (permuted),PERMUTE,0.000261,206.004167,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
cache_v_l25 (view),VIEW,0.008854,206.017031,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_v_l25 (view) (permuted),PERMUTE,0.000261,206.029063,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
node_900,FLASH_ATTN_EXT,0.101146,206.134375,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
kqv_out-25,RESHAPE,0.000730,206.139636,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
node_902,MUL_MAT,14.434687,220.578229,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_inp-25,ADD,3.988333,224.572344,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-25,RMS_NORM,3.994687,228.571875,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_norm-25,MUL,0.191771,228.768646,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_gate-25,MUL_MAT,0.335208,229.108698,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_up-25,MUL_MAT,0.345989,229.459323,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_swiglu-25,GLU,0.009114,229.473073,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_out-25,MUL_MAT,0.325469,229.803021,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
l_out-25,ADD,0.003020,229.811979,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-26,RMS_NORM,0.004063,229.820209,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
attn_norm-26,MUL,0.002917,229.827240,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-26,MUL_MAT,0.124375,229.955729,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-26,RESHAPE,0.000573,229.961198,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
norm-26,RMS_NORM,0.335209,230.301563,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur_normed-26,MUL,0.003385,230.309948,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-26,ROPE,0.004062,230.318177,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Vcur-26,MUL_MAT,0.065208,230.387604,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Vcur-26,RESHAPE,0.000469,230.392917,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-26,MUL_MAT,0.351198,230.748542,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Kcur-26,RESHAPE,0.000469,230.754636,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
norm-26,RMS_NORM,0.149583,230.908229,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur_normed-26,MUL,0.002968,230.916302,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-26,ROPE,0.003333,230.923594,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-26 (view),VIEW,0.000521,230.928177,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_k_l26 (view),SET_ROWS,0.077343,231.009531,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-26 (view),VIEW,0.000469,231.014896,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_v_l26 (view),SET_ROWS,0.014739,231.033750,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-26 (view),VIEW,0.000469,231.039115,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-26 (view) (permuted),PERMUTE,0.025886,231.068959,16384,5693796,128x2x16x1,0x0x0,128x2x16x1
cache_k_l26 (view),VIEW,0.000260,231.073854,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_k_l26 (view) (permuted),PERMUTE,0.024323,231.102240,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
cache_v_l26 (view),VIEW,0.000468,231.107552,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_v_l26 (view) (permuted),PERMUTE,0.029114,231.140729,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
node_935,FLASH_ATTN_EXT,0.089063,231.234584,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
kqv_out-26,RESHAPE,0.000730,231.239584,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
node_937,MUL_MAT,0.291615,231.535209,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_inp-26,ADD,0.002969,231.544271,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-26,RMS_NORM,0.003906,231.552344,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_norm-26,MUL,0.002812,231.559271,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
ffn_gate-26,MUL_MAT,0.359428,231.922709,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_up-26,MUL_MAT,0.335313,232.263438,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_swiglu-26,GLU,0.008906,232.277240,49152,5693796,6144x2x1x1,0x0x0,6144x2x1x1
ffn_out-26,MUL_MAT,0.336146,232.617709,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
l_out-26,ADD,0.002709,232.625938,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
norm-27,RMS_NORM,0.004167,232.634115,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
attn_norm-27,MUL,0.003125,232.641250,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-27,MUL_MAT,0.117760,232.773281,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-27,RESHAPE,0.000521,232.778750,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
norm-27,RMS_NORM,0.082969,232.866250,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur_normed-27,MUL,0.003125,232.874063,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-27,ROPE,0.003646,232.881719,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Vcur-27,MUL_MAT,0.063646,232.949427,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Vcur-27,RESHAPE,0.000469,232.954844,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-27,MUL_MAT,0.090417,233.049219,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
Kcur-27,RESHAPE,0.000468,233.054479,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
norm-27,RMS_NORM,0.088750,233.147240,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur_normed-27,MUL,0.002032,233.154011,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-27,ROPE,0.002344,233.160313,8192,5693796,128x8x2x1,0x0x0,128x8x2x1
Kcur-27 (view),VIEW,0.000677,233.165000,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_k_l27 (view),SET_ROWS,0.039479,233.208490,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-27 (view),VIEW,0.000416,233.213750,8192,5693796,1024x2x1x1,0x0x0,1024x2x1x1
cache_v_l27 (view),SET_ROWS,0.022864,233.240729,83886080,5693796,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-27 (view),VIEW,0.000677,233.246094,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
Qcur-27 (view) (permuted),PERMUTE,0.021667,233.271771,16384,5693796,128x2x16x1,0x0x0,128x2x16x1
cache_k_l27 (view),VIEW,0.000417,233.277084,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_k_l27 (view) (permuted),PERMUTE,0.016042,233.297188,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
cache_v_l27 (view),VIEW,0.000417,233.302344,524288,5693796,128x8x256x1,0x0x0,128x8x256x1
cache_v_l27 (view) (permuted),PERMUTE,0.016980,233.323386,524288,5693796,128x256x8x1,0x0x0,128x256x8x1
node_970,FLASH_ATTN_EXT,0.036563,233.364636,16384,5693796,128x16x2x1,0x0x0,128x16x2x1
kqv_out-27,RESHAPE,0.000417,233.369271,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
node_972,MUL_MAT,0.221770,233.595156,16384,5693796,2048x2x1x1,0x0x0,2048x2x1x1
node_973,GET_ROWS,0.005833,233.606042,8192,5693796,2048x1x1x1,0x0x0,2048x1x1x1
node_974,GET_ROWS,0.023802,233.634427,8192,5693796,2048x1x1x1,0x0x0,2048x1x1x1
ffn_inp-27,ADD,0.039792,233.679063,8192,5693796,2048x1x1x1,0x0x0,2048x1x1x1
norm-27,RMS_NORM,0.003334,233.686615,8192,5693796,2048x1x1x1,0x0x0,2048x1x1x1
ffn_norm-27,MUL,0.002657,233.693334,8192,5693796,2048x1x1x1,0x0x0,2048x1x1x1
ffn_gate-27,MUL_MAT,0.291042,233.988386,24576,5693796,6144x1x1x1,0x0x0,6144x1x1x1
ffn_up-27,MUL_MAT,0.278802,234.272292,24576,5693796,6144x1x1x1,0x0x0,6144x1x1x1
ffn_swiglu-27,GLU,0.014323,234.292500,24576,5693796,6144x1x1x1,0x0x0,6144x1x1x1
ffn_out-27,MUL_MAT,0.288125,234.585104,8192,5693796,2048x1x1x1,0x0x0,2048x1x1x1
l_out-27,ADD,0.002500,234.593959,8192,5693796,2048x1x1x1,0x0x0,2048x1x1x1
norm,RMS_NORM,0.003177,234.601198,8192,5693796,2048x1x1x1,0x0x0,2048x1x1x1
result_norm,MUL,0.003854,234.609063,8192,5693796,2048x1x1x1,0x0x0,2048x1x1x1
result_output,MUL_MAT,5.563542,240.176667,607744,5694308,151936x1x1x1,0x0x0,151936x1x1x1
embd,GET_ROWS,0.099115,377.523334,16384,5694308,2048x2x1x1,0x0x0,2048x2x1x1
norm-0,RMS_NORM,3.121823,380.686042,16384,5694308,2048x2x1x1,0x0x0,2048x2x1x1
attn_norm-0,MUL,3.901302,384.593646,16384,5694308,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-0,MUL_MAT,8.009896,392.608386,16384,5694308,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-0,RESHAPE,0.000990,392.616094,16384,5694308,128x16x2x1,0x0x0,128x16x2x1
norm-0,RMS_NORM,7.988855,400.609011,16384,5694308,128x16x2x1,0x0x0,128x16x2x1
Qcur_normed-0,MUL,0.084844,400.700000,16384,5694308,128x16x2x1,0x0x0,128x16x2x1
Qcur-0,ROPE,0.006406,400.710625,16384,5694308,128x16x2x1,0x0x0,128x16x2x1
Vcur-0,MUL_MAT,0.060782,400.775261,8192,5694308,1024x2x1x1,0x0x0,1024x2x1x1
Vcur-0,RESHAPE,0.000416,400.780104,8192,5694308,128x8x2x1,0x0x0,128x8x2x1
Kcur-0,MUL_MAT,0.202343,400.986458,8192,5694308,1024x2x1x1,0x0x0,1024x2x1x1
Kcur-0,RESHAPE,0.000365,400.991771,8192,5694308,128x8x2x1,0x0x0,128x8x2x1
norm-0,RMS_NORM,0.138490,401.134115,8192,5694308,128x8x2x1,0x0x0,128x8x2x1
Kcur_normed-0,MUL,0.001927,401.168281,8192,5694308,128x8x2x1,0x0x0,128x8x2x1
Kcur-0,ROPE,0.002448,401.174948,8192,5694308,128x8x2x1,0x0x0,128x8x2x1
Kcur-0 (view),VIEW,0.000365,401.179115,8192,5694308,1024x2x1x1,0x0x0,1024x2x1x1
cache_k_l0 (view),SET_ROWS,0.043594,401.226615,83886080,5694308,1024x40960x1x1,0x0x0,1024x40960x1x1
Vcur-0 (view),VIEW,0.000364,401.231875,8192,5694308,1024x2x1x1,0x0x0,1024x2x1x1
cache_v_l0 (view),SET_ROWS,0.020573,401.256302,83886080,5694308,1024x40960x1x1,0x0x0,1024x40960x1x1
Qcur-0 (view),VIEW,0.000364,401.261250,16384,5694308,128x16x2x1,0x0x0,128x16x2x1
Qcur-0 (view) (permuted),PERMUTE,0.016615,401.281667,16384,5694308,128x2x16x1,0x0x0,128x2x16x1
cache_k_l0 (view),VIEW,0.005677,401.291875,524288,5694308,128x8x256x1,0x0x0,128x8x256x1
cache_k_l0 (view) (permuted),PERMUTE,0.030469,401.326563,524288,5694308,128x256x8x1,0x0x0,128x256x8x1
cache_v_l0 (view),VIEW,0.006146,401.337136,524288,5694308,128x8x256x1,0x0x0,128x8x256x1
cache_v_l0 (view) (permuted),PERMUTE,0.009115,401.350365,524288,5694308,128x256x8x1,0x0x0,128x256x8x1
node_25,FLASH_ATTN_EXT,0.081146,401.435729,16384,5694308,128x16x2x1,0x0x0,128x16x2x1
kqv_out-0,RESHAPE,0.000365,401.441094,16384,5694308,2048x2x1x1,0x0x0,2048x2x1x1
node_27,MUL_MAT,0.218542,401.663698,16384,5694308,2048x2x1x1,0x0x0,2048x2x1x1
ffn_inp-0,ADD,0.004688,401.673386,16384,5694308,2048x2x1x1,0x0x0,2048x2x1x1
norm-0,RMS_NORM,0.005573,401.682969,16384,5694308,2048x2x1x1,0x0x0,2048x2x1x1
ffn_norm-0,MUL,0.003229,401.689844,16384,5694308,2048x2x1x1,0x0x0,2048x2x1x1
ffn_gate-0,MUL_MAT,0.349635,402.043125,49152,5694308,6144x2x1x1,0x0x0,6144x2x1x1
ffn_up-0,MUL_MAT,0.350208,402.397708,49152,5694308,6144x2x1x1,0x0x0,6144x2x1x1
ffn_swiglu-0,GLU,0.012865,402.414896,49152,5694308,6144x2x1x1,0x0x0,6144x2x1x1
ffn_out-0,MUL_MAT,0.373750,402.792917,16384,5694308,2048x2x1x1,0x0x0,2048x2x1x1
l_out-0,ADD,0.003855,402.801563,16384,5694308,2048x2x1x1,0x0x0,2048x2x1x1
norm-1,RMS_NORM,0.004531,402.809844,16384,5694308,2048x2x1x1,0x0x0,2048x2x1x1
attn_norm-1,MUL,0.003854,402.817448,16384,5694308,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-1,MUL_MAT,0.119792,402.940938,16384,5694308,2048x2x1x1,0x0x0,2048x2x1x1
Qcur-1,RESHAPE,0.000417,402.945625,16384,5694308,128x16x2x1,0x0x0,128x16x2x1
norm-1,RMS_NORM,0.112657,403.062188,16384,5694308,128x16x2x1,0x0x0,128x16x2x1
Qcur_normed-1,MUL,0.002552,403.069740,16384,5694308,128x16x2x1,0x0x0,128x16x2x1
Qcur-1,ROPE,0.003073,403.076667,16384,5694308,128x16x2x1,0x0x0,128x16x2x1
Vcur-1,MUL_MAT,0.058229,403.138594,8192,5694308,1024x2x1x1,0x0x0,1024x2x1x1
Vcur-1,RESHAPE,0.000364,403.143333,8192,5694308,128x8x2x1,0x0x0,128x8x2x1
Kcur-1,MUL_MAT,0.173073,403.320261,8192,5694308,1024x2x1x1,0x0x0,1024x2x1x1
Kcur-1,RESHAPE,0.000365,403.325365,8192,5694308,128x8x2x1,0x0x0,128x8x2x1
norm-1,RMS_NORM,0.116719,403.445938,8192,5694308,128x8x2x1,0x0x0,128x8x2x1
Kcur_normed-1,MUL,0.001667,403.452292,8192,5694308,128x8x2x1,0x0x0,128x8x2x1
Kcur-1,ROPE,0.002083,403.458125,8192,5694308,128x8x2x1,0x0x0,128x8x2x1
